month-year,net sales/income from operations,other operating income,total income from operations,consumption of raw materials,purchase of traded goods,increase/decrease in stocks,power fuel,employees cost,depreciation,excise duty,admin. and selling expenses,r d expenses,provisions and contingencies,exp. capitalised,other expenses,p/l before other inc. int.excpt. items tax,other income,p/l before int.excpt. items tax,interest,p/l before exceptional items tax,exceptional items,p/l before tax,tax,p/l after tax from ordinary activities,prior year adjustments,extra ordinary items,net profit/(loss) for the period,equity share capital,reserves excluding revaluation reserves,equity dividend rate (%),basic eps,diluted eps,basic eps.,diluted eps.,no of shares (crores),share holding (%),- number of shares (crores),- per. of shares (as a % of the total sh. of prom. and promoter group),- per. of shares (as a % of the total share cap. of the company),- number of shares (crores).,- per. of shares (as a % of the total sh. of prom. and promoter group).,- per. of shares (as a % of the total share cap. of the company).,stock_name
Mar '19,"2,241.30",--,"2,241.30","1,042.27",504.07,-102.45,--,165.15,44.16,--,--,--,--,--,468.46,119.64,15.42,135.06,2.69,132.37,--,132.37,46.43,85.94,--,--,85.94,27.19,585.80,15.00,31.60,31.60,31.60,31.60,--,--,--,--,--,--,--,--,JOHNSON CONTROL
Mar '18,"2,185.39",--,"2,185.39",842.50,557.57,17.57,--,140.98,52.92,--,--,--,--,--,427.90,145.95,7.39,153.34,1.98,151.36,--,151.36,51.21,100.15,--,--,100.15,27.19,508.01,15.00,36.80,36.80,36.80,36.80,--,--,--,--,--,--,--,--,JOHNSON CONTROL
Mar '17,"1,971.58",--,"1,971.58",704.67,454.07,48.61,--,122.52,50.81,--,--,--,--,--,474.64,116.26,5.74,122.00,4.13,117.87,--,117.87,36.82,81.04,--,--,81.04,27.19,413.04,15.00,29.81,29.81,29.81,29.81,--,--,--,--,--,--,--,--,JOHNSON CONTROL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JOHNSON CONTROL
Mar '21,"2,897.53",--,"2,897.53","1,778.14",--,--,--,112.32,358.07,--,--,--,--,--,193.57,455.43,62.41,517.84,210.10,307.74,--,307.74,121.56,186.18,--,--,186.18,"1,642.33","9,990.01",20.00,1.13,1.13,1.13,1.13,--,--,--,--,--,--,--,--,JSW ENERGY
Mar '20,"4,313.99",--,"4,313.99",--,--,--,"3,074.40",118.71,369.27,--,--,--,--,--,226.71,524.90,197.90,722.80,321.95,400.85,23.02,423.87,-73.94,497.81,--,--,497.81,"1,641.90","7,758.30",10.00,3.03,3.03,3.03,3.03,--,--,--,--,--,--,--,--,JSW ENERGY
Mar '19,"5,118.33",--,"5,118.33",--,--,--,"3,973.74",130.84,365.02,--,--,--,--,--,209.44,439.29,362.78,802.07,411.79,390.28,--,390.28,138.83,251.45,--,--,251.45,"1,640.87","8,526.61",10.00,1.53,1.53,1.53,1.53,--,--,--,--,--,--,--,--,JSW ENERGY
Mar '18,"4,212.05",--,"4,212.05",--,--,--,"3,149.31",107.00,364.21,--,--,--,--,--,248.80,342.73,493.71,836.44,476.21,360.23,-659.18,-298.95,145.33,-444.28,--,--,-444.28,"1,640.05","8,237.42",--,-2.71,-2.71,-2.71,-2.71,--,--,--,--,--,--,--,--,JSW ENERGY
Mar '17,"4,040.97",--,"4,040.97",--,--,--,"2,721.20",120.10,363.90,--,--,--,--,--,294.40,541.37,328.55,869.92,533.04,336.88,--,336.88,142.13,194.75,--,--,194.75,"1,627.95","6,765.61",5.00,1.20,1.20,1.20,1.20,--,--,--,--,--,--,--,--,JSW ENERGY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JSW ENERGY
Mar '21,"69,458.00","1,269.00","70,727.00","28,743.00",199.00,-872.00,"5,210.00","1,501.00","3,781.00",--,--,--,--,--,"16,687.00","15,478.00",669.00,"16,147.00","3,565.00","12,582.00",-386.00,"12,196.00","3,803.00","8,393.00",--,--,"8,393.00",241.00,"46,675.00",650.00,34.92,34.72,34.92,34.72,--,--,--,--,--,--,--,--,JSW STEEL
Mar '20,"63,031.00","1,231.00","64,262.00","33,073.00",420.00,-27.00,"5,533.00","1,496.00","3,522.00",--,--,--,--,--,"11,250.00","8,995.00",628.00,"9,623.00","4,022.00","5,601.00","-1,309.00","4,292.00",-999.00,"5,291.00",--,--,"5,291.00",240.00,"38,061.00",200.00,22.03,21.89,22.03,21.89,--,--,--,--,--,--,--,--,JSW STEEL
Mar '19,"74,769.00","1,958.00","76,727.00","39,589.00",498.00,-188.00,"5,746.00","1,400.00","3,397.00",--,--,--,--,--,"11,279.00","15,006.00",519.00,"15,525.00","3,708.00","11,817.00",--,"11,817.00","3,558.00","8,259.00",--,--,"8,259.00",240.00,"34,592.00",410.00,34.35,34.17,34.35,34.17,--,--,--,--,--,--,--,--,JSW STEEL
Mar '18,"63,787.00","1,188.00","64,975.00","35,995.00","1,063.00",412.00,"4,771.00","1,260.00","3,054.00",--,--,--,--,--,"7,733.00","10,687.00",213.00,"10,900.00","3,591.00","7,309.00",-234.00,"7,075.00","2,450.00","4,625.00",--,--,"4,625.00",241.00,"27,605.00",320.00,19.24,19.14,19.24,19.14,--,--,--,--,--,--,--,--,JSW STEEL
Mar '17,"51,620.83",669.28,"52,290.11","28,399.88",944.66,"-1,389.58","4,096.84","1,167.58","3,024.61",--,--,--,--,--,"7,527.51","8,518.61",255.46,"8,774.07","3,642.79","5,131.28",--,"5,131.28","1,554.74","3,576.54",--,--,"3,576.54",240.30,"23,797.00",225.00,14.89,14.80,14.89,14.80,--,--,--,--,--,--,--,--,JSW STEEL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JSW STEEL
Mar '21,"3,268.87",--,"3,268.87",670.47,45.82,-1.32,--,735.71,367.22,--,--,--,--,--,"1,051.63",399.33,70.37,469.71,160.60,309.10,--,309.10,75.42,233.69,--,--,233.69,131.97,"1,365.16",60.00,17.71,17.71,17.71,17.71,--,--,--,--,--,--,--,--,JUBILANT FOOD
Mar '20,"3,885.78",--,"3,885.78",902.33,69.35,-1.02,--,784.62,344.14,--,--,--,--,--,"1,253.42",532.94,68.82,601.77,163.45,438.31,-44.81,393.50,118.05,275.45,--,--,275.45,131.97,"1,050.97",60.00,20.87,20.87,20.87,20.87,--,--,--,--,--,--,--,--,JUBILANT FOOD
Mar '19,"3,530.67",--,"3,530.67",785.17,89.91,0.82,--,672.48,152.27,--,--,--,--,--,"1,374.53",455.49,46.91,502.41,--,502.41,-7.93,494.48,171.67,322.80,--,--,322.80,131.97,"1,191.75",50.00,24.46,24.46,24.46,24.46,--,--,--,--,--,--,--,--,JUBILANT FOOD
Mar '18,"2,980.44",--,"2,980.44",660.18,92.71,-1.46,--,604.11,155.88,--,--,--,--,--,"1,178.52",290.51,22.72,313.24,--,313.24,--,313.24,106.83,206.40,--,--,206.40,65.98,977.92,25.00,31.29,31.29,31.29,31.29,--,--,--,--,--,--,--,--,JUBILANT FOOD
Mar '17,"2,546.07",--,"2,546.07",536.19,80.28,-0.49,--,584.54,151.15,--,--,--,--,--,"1,098.97",95.44,14.48,109.92,--,109.92,-12.17,97.75,30.50,67.25,--,--,67.25,65.95,786.24,25.00,10.21,10.20,10.21,10.20,--,--,--,--,--,--,--,--,JUBILANT FOOD
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JUBILANT FOOD
Mar '21,"2,688.07",21.43,"2,709.50","1,328.92",66.23,55.21,280.40,220.67,99.97,--,--,--,--,--,331.01,327.09,47.88,374.97,101.80,273.17,--,273.17,58.69,214.48,--,--,214.48,15.93,"1,266.52",500.00,13.47,13.47,13.47,13.47,--,--,--,--,--,--,--,--,JUBILANT PHARMO
Mar '20,"3,095.02",44.88,"3,139.90","1,683.29",109.46,-108.32,369.20,264.90,107.40,--,--,--,--,--,450.46,263.51,173.23,436.74,136.20,300.54,-1.70,298.84,-22.30,321.14,--,--,321.14,15.93,"2,591.37",500.00,20.16,20.16,20.16,20.16,--,--,--,--,--,--,--,--,JUBILANT PHARMO
Mar '19,"3,393.38",45.23,"3,438.61","1,874.60",131.47,46.74,358.28,265.71,86.48,--,--,--,--,--,440.94,234.39,78.00,312.39,128.96,183.43,--,183.43,35.80,147.63,--,--,147.63,15.93,"2,324.38",450.00,9.27,9.27,9.27,9.27,--,--,--,--,--,--,--,--,JUBILANT PHARMO
Mar '18,"3,261.05",45.28,"3,306.33","1,644.45",154.05,-18.10,339.80,264.42,82.60,--,--,--,--,--,382.46,456.65,46.21,502.86,135.17,367.69,--,367.69,104.25,263.44,--,--,263.44,15.93,"2,233.45",300.00,16.54,16.54,16.54,16.54,--,--,--,--,--,--,--,--,JUBILANT PHARMO
Mar '17,"2,447.18",44.03,"2,491.21","1,244.34",119.69,-57.01,--,226.31,81.13,--,--,--,--,--,639.88,236.87,51.90,288.77,174.25,114.52,--,114.52,35.33,79.19,--,--,79.19,15.93,"2,026.88",300.00,4.97,4.97,4.97,4.97,--,--,--,--,--,--,--,--,JUBILANT PHARMO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JUBILANT PHARMO
Mar '21,675.18,--,675.18,--,--,--,--,443.19,42.33,--,--,--,--,--,77.11,112.55,149.52,262.07,7.40,254.67,--,254.67,40.48,214.19,--,--,214.19,61.88,"1,202.17",--,33.92,33.00,33.92,33.00,--,--,--,--,--,--,--,--,JUST DIAL
Mar '20,953.11,--,953.11,--,--,--,--,532.94,52.07,--,--,--,--,--,147.25,220.85,139.71,360.56,8.91,351.65,--,351.65,79.34,272.31,--,--,272.31,64.91,"1,173.55",--,42.00,41.81,42.00,41.81,--,--,--,--,--,--,--,--,JUST DIAL
Mar '19,891.50,--,891.50,--,--,--,--,497.14,33.65,--,--,--,--,--,165.43,195.28,92.96,288.24,0.13,288.11,--,288.11,81.31,206.80,--,--,206.80,64.76,887.96,--,30.95,30.88,30.95,30.88,--,--,--,--,--,--,--,--,JUST DIAL
Mar '18,781.77,--,781.77,--,--,--,--,441.58,36.42,--,--,--,--,--,175.77,128.00,65.86,193.86,--,193.86,--,193.86,50.68,143.18,--,--,143.18,67.39,911.81,--,20.97,20.95,20.97,20.95,--,--,--,--,--,--,--,--,JUST DIAL
Mar '17,718.61,--,718.61,--,--,--,--,440.88,40.14,--,--,--,--,--,168.17,69.42,87.06,156.48,--,156.48,--,156.48,35.14,121.34,--,--,121.34,69.54,835.64,--,17.46,17.35,17.46,17.35,--,--,--,--,--,--,--,--,JUST DIAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JUST DIAL
Mar '21,"1,885.00",--,"1,885.00",797.36,234.29,-27.33,--,220.85,77.91,--,122.84,--,--,--,220.26,238.82,19.81,258.63,11.72,246.91,-23.50,223.41,33.15,190.26,--,--,190.26,36.72,897.06,400.00,5.18,5.18,5.18,5.18,--,--,--,--,--,--,--,--,JYOTHY LABS
Mar '20,"1,665.38",--,"1,665.38",692.30,231.49,-31.78,--,200.32,75.73,--,119.93,--,--,--,203.28,174.11,20.05,194.16,24.78,169.38,-3.78,165.60,7.90,157.70,--,--,157.70,36.72,706.56,300.00,4.29,4.29,4.29,4.29,--,--,--,--,--,--,--,--,JYOTHY LABS
Mar '19,"1,768.88",--,"1,768.88",704.23,267.83,-10.25,--,188.60,58.29,--,109.33,--,--,--,223.36,227.49,27.83,255.32,27.82,227.50,--,227.50,34.33,193.17,--,--,193.17,36.72,817.23,300.00,5.29,5.29,5.29,5.29,--,--,--,--,--,--,--,--,JYOTHY LABS
Mar '18,"1,699.73",--,"1,699.73",566.62,298.56,3.57,--,168.01,56.59,--,162.88,--,--,--,222.63,220.87,29.95,250.82,42.35,208.47,--,208.47,47.94,160.53,--,--,160.53,18.18,665.28,50.00,8.83,8.74,8.83,8.74,--,--,--,--,--,--,--,--,JYOTHY LABS
Mar '17,"1,630.14",1.83,"1,631.97",516.79,375.93,-6.08,--,149.67,54.74,--,117.59,--,--,--,217.88,205.45,11.40,216.85,50.89,165.96,--,165.96,-36.09,202.05,--,--,202.05,18.17,635.48,600.00,11.12,11.12,11.12,11.12,--,--,--,--,--,--,--,--,JYOTHY LABS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JYOTHY LABS
Mar '21,"2,523.18",--,"2,523.18",391.82,882.83,95.46,287.04,237.74,73.91,--,--,--,--,--,195.33,359.05,51.57,410.62,5.05,405.57,--,405.57,103.82,301.75,--,--,301.75,15.91,"1,862.29","1,000.00",18.98,18.97,18.98,18.97,--,--,--,--,--,--,--,--,KAJARIA CERAMIC
Mar '20,"2,571.80",--,"2,571.80",468.03,840.02,-24.24,376.82,265.20,78.85,--,--,--,--,--,269.82,297.30,50.56,347.86,8.53,339.33,--,339.33,60.53,278.80,--,--,278.80,15.90,"1,714.06",300.00,17.54,17.53,17.54,17.53,--,--,--,--,--,--,--,--,KAJARIA CERAMIC
Mar '19,"2,726.07",--,"2,726.07",513.54,865.99,-31.46,412.24,264.04,63.45,--,--,--,--,--,301.36,336.91,34.81,371.72,3.39,368.33,4.78,373.11,127.21,245.90,--,--,245.90,15.90,"1,550.08",300.00,15.47,15.46,15.47,15.46,--,--,--,--,--,--,--,--,KAJARIA CERAMIC
Mar '18,"2,580.68",--,"2,580.68",483.15,819.12,-6.96,335.66,247.54,61.76,--,--,--,--,--,274.28,366.13,23.51,389.64,4.48,385.16,-3.61,381.55,129.23,252.32,--,--,252.32,15.90,"1,360.67",300.00,15.88,15.83,15.88,15.83,--,--,--,--,--,--,--,--,KAJARIA CERAMIC
Mar '17,"2,525.83",2.13,"2,527.96",403.95,932.86,-12.87,--,220.52,53.20,--,--,--,--,--,544.84,385.46,25.34,410.80,3.54,407.26,--,407.26,137.10,270.16,--,--,270.16,15.89,"1,163.80",300.00,16.96,16.91,16.96,16.91,--,--,--,--,--,--,--,--,KAJARIA CERAMIC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KAJARIA CERAMIC
Mar '21,"7,671.00",--,"7,671.00","2,775.00",--,18.00,--,551.00,115.00,--,--,--,--,--,"3,519.00",693.00,79.00,772.00,109.00,663.00,168.00,831.00,216.00,615.00,--,--,615.00,30.00,"3,833.02",500.00,40.57,40.57,40.57,40.57,--,--,--,--,--,--,--,--,KALPATARU POWER
Mar '20,"7,904.00",--,"7,904.00","3,329.00",--,-62.00,--,526.00,110.00,--,--,--,--,--,"3,251.00",750.00,58.00,808.00,166.00,642.00,24.00,666.00,203.00,463.00,--,--,463.00,31.00,"3,504.65",175.00,30.02,30.02,30.02,30.02,--,--,--,--,--,--,--,--,KALPATARU POWER
Mar '19,"7,115.12",--,"7,115.12","2,948.55",--,4.61,--,454.10,85.99,--,--,--,--,--,"2,929.67",692.20,51.20,743.40,119.01,624.39,--,624.39,223.09,401.30,--,--,401.30,30.69,"3,121.47",150.00,26.15,26.15,26.15,26.15,--,--,--,--,--,--,--,--,KALPATARU POWER
Mar '18,"5,741.20",--,"5,741.20","2,641.60",--,-20.64,--,348.74,76.60,--,--,--,--,--,"2,140.28",554.62,48.01,602.63,103.29,499.34,--,499.34,177.34,322.00,--,--,322.00,30.69,"2,739.35",125.00,20.98,20.98,20.98,20.98,--,--,--,--,--,--,--,--,KALPATARU POWER
Mar '17,"4,838.14",55.92,"4,894.06","2,034.33",--,1.10,--,291.80,77.70,--,--,--,--,--,"2,037.71",451.42,49.34,500.76,98.18,402.58,--,402.58,133.50,269.08,--,--,269.08,30.69,"2,448.02",100.00,17.54,17.54,17.54,17.54,--,--,--,--,--,--,--,--,KALPATARU POWER
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KALPATARU POWER
Mar '21,"4,655.69",34.31,"4,690.00","2,694.59",315.33,-98.49,--,258.58,138.97,--,--,--,--,--,686.91,694.11,38.71,732.82,7.49,725.33,-10.82,714.51,183.52,530.99,--,--,530.99,53.89,"4,027.04",525.00,9.85,9.85,9.85,9.85,--,--,--,--,--,--,--,--,KANSAI NEROLAC
Mar '20,"4,915.20",27.97,"4,943.17","2,722.18",284.23,51.21,--,269.38,119.88,--,--,--,--,--,834.55,661.74,26.86,688.60,5.00,683.60,--,683.60,148.20,535.40,--,--,535.40,53.89,"3,732.98",315.00,9.94,9.94,9.94,9.94,--,--,--,--,--,--,--,--,KANSAI NEROLAC
Mar '19,"5,138.86",34.76,"5,173.62","3,241.77",258.74,-197.98,--,255.38,90.47,--,--,--,--,--,873.71,651.53,61.88,713.41,--,713.41,--,713.41,246.06,467.35,--,--,467.35,53.89,"3,370.58",260.00,8.67,8.67,8.67,8.67,--,--,--,--,--,--,--,--,KANSAI NEROLAC
Mar '18,"4,569.59",16.98,"4,586.57","2,674.88",213.64,-114.45,--,226.56,75.79,--,--,--,--,--,796.17,713.98,72.42,786.40,--,786.40,--,786.40,270.00,516.40,--,--,516.40,53.89,"3,071.23",260.00,9.58,9.58,9.58,9.58,--,--,--,--,--,--,--,--,KANSAI NEROLAC
Mar '17,"3,988.17",10.90,"3,999.07","2,190.78",186.43,-34.26,--,198.12,69.49,--,--,--,--,--,727.31,661.20,98.22,759.42,--,759.42,--,759.42,253.48,505.94,--,--,505.94,53.89,"2,751.43",300.00,9.39,9.39,9.39,9.39,--,--,--,--,--,--,--,--,KANSAI NEROLAC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANSAI NEROLAC
Mar '21,986.98,--,986.98,677.86,--,-150.32,--,71.01,21.32,--,--,--,--,--,101.55,265.55,48.02,313.57,0.39,313.18,--,313.18,7.87,305.31,--,--,305.31,12.07,"1,250.01",200.00,50.61,50.61,50.61,50.61,--,--,--,--,--,--,--,--,KAVERI SEED
Mar '20,883.26,--,883.26,567.73,--,-100.25,--,57.31,24.31,--,--,--,--,--,118.95,215.22,46.56,261.78,0.22,261.56,--,261.56,10.30,251.27,--,--,251.27,12.07,969.78,150.00,40.14,40.14,40.14,40.14,--,--,--,--,--,--,--,--,KAVERI SEED
Mar '19,768.99,--,768.99,532.34,--,-120.82,--,45.49,21.18,--,--,--,--,--,106.41,184.39,42.87,227.26,0.13,227.13,--,227.13,12.40,214.73,--,--,214.73,12.63,"1,000.33",150.00,33.30,33.30,33.30,33.30,--,--,--,--,--,--,--,--,KAVERI SEED
Mar '18,772.40,--,772.40,377.53,--,20.22,--,44.85,23.35,--,--,--,--,--,111.79,194.65,23.69,218.35,0.40,217.95,--,217.95,7.61,210.34,--,--,210.34,13.22,"1,008.01",150.00,31.36,31.36,31.36,31.36,--,--,--,--,--,--,--,--,KAVERI SEED
Mar '17,669.89,--,669.89,378.42,--,19.07,--,32.45,28.49,--,--,--,--,--,102.07,109.38,34.35,143.73,0.12,143.61,-59.24,84.37,5.90,78.47,--,--,78.47,13.81,"1,010.20",--,11.36,11.36,11.36,11.36,--,--,--,--,--,--,--,--,KAVERI SEED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KAVERI SEED
Mar '21,"11,851.79",--,"11,851.79","4,845.99",--,-3.58,--,767.37,121.78,--,--,--,--,--,"5,010.28","1,109.95",28.02,"1,137.97",241.35,896.62,--,896.62,250.53,646.09,--,--,646.09,51.42,"3,468.37",200.00,25.13,25.13,25.13,25.13,--,--,--,--,--,--,--,--,KEC INTL
Mar '20,"10,470.62",--,"10,470.62","4,776.64",--,-71.44,--,742.69,117.69,--,--,--,--,--,"3,896.67","1,008.37",13.87,"1,022.24",276.96,745.28,--,745.28,199.55,545.73,--,--,545.73,51.42,"2,786.76",170.00,21.23,21.23,21.23,21.23,--,--,--,--,--,--,--,--,KEC INTL
Mar '19,"10,117.80",--,"10,117.80","4,910.58",--,20.36,--,629.96,105.52,--,--,--,--,--,"3,470.16",981.22,38.12,"1,019.34",284.15,735.19,--,735.19,237.50,497.69,--,--,497.69,51.42,"2,442.92",135.00,19.36,19.36,19.36,19.36,--,--,--,--,--,--,--,--,KEC INTL
Mar '18,"9,037.39",--,"9,037.39","4,676.24",--,-64.55,--,562.12,95.43,--,--,--,--,--,"2,953.46",814.69,22.60,837.29,195.81,641.48,--,641.48,211.43,430.05,--,--,430.05,51.42,"1,987.23",120.00,16.73,16.73,16.73,16.73,--,--,--,--,--,--,--,--,KEC INTL
Mar '17,"7,566.44",--,"7,566.44","3,599.92",--,1.63,--,505.92,115.39,--,--,--,--,--,"2,748.30",595.28,37.08,632.36,208.83,423.53,--,423.53,141.71,281.82,--,--,281.82,51.42,"1,604.32",80.00,10.96,10.96,10.96,10.96,--,--,--,--,--,--,--,--,KEC INTL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KEC INTL
Mar '21,"4,181.49",--,"4,181.49","2,793.58",10.77,105.31,--,184.94,57.81,--,--,--,--,--,626.39,402.68,20.06,422.74,57.31,365.43,--,365.43,92.12,273.31,--,--,273.31,17.97,"1,759.68",100.00,30.46,30.17,30.46,30.17,--,--,--,--,--,--,--,--,KEI INDUSTRIES
Mar '20,"4,884.27",--,"4,884.27","3,503.16",11.71,-136.24,--,227.59,56.69,--,--,--,--,--,782.01,439.35,16.47,455.82,129.15,326.67,--,326.67,71.56,255.10,--,--,255.10,17.90,"1,488.86",75.00,31.51,31.05,31.51,31.05,--,--,--,--,--,--,--,--,KEI INDUSTRIES
Mar '19,"4,226.96",--,"4,226.96","3,036.69",2.60,-104.61,--,173.39,33.95,--,--,--,--,--,676.68,408.27,7.19,415.46,136.15,279.30,--,279.30,97.43,181.87,--,--,181.87,15.79,763.11,60.00,23.12,22.88,23.12,22.88,--,--,--,--,--,--,--,--,KEI INDUSTRIES
Mar '18,"3,458.80",--,"3,458.80","2,442.28",1.43,-32.62,--,146.79,32.23,--,--,--,--,--,562.52,306.17,9.30,315.46,111.30,204.16,--,204.16,59.60,144.56,--,--,144.56,15.67,588.86,50.00,18.51,18.19,18.51,18.19,--,--,--,--,--,--,--,--,KEI INDUSTRIES
Mar '17,"2,605.09",26.15,"2,631.23","1,868.67",1.60,-42.68,--,110.95,28.04,--,--,--,--,--,418.36,246.29,10.41,256.70,122.93,133.77,--,133.77,35.14,98.64,--,--,98.64,15.56,445.35,30.00,12.72,12.41,12.72,12.41,--,--,--,--,--,--,--,--,KEI INDUSTRIES
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KEI INDUSTRIES
Mar '21,"2,361.36",22.25,"2,383.61","1,476.81",--,20.88,198.33,186.36,27.46,--,--,--,--,--,142.90,330.87,94.22,425.09,14.86,410.23,--,410.23,109.06,301.17,--,--,301.17,607.75,"1,378.24",16.40,4.87,4.87,4.87,4.87,--,--,--,--,--,--,--,--,KIOCL
Mar '20,"1,925.47",12.18,"1,937.65","1,384.23",3.50,6.32,234.27,169.40,27.49,--,--,--,--,--,157.67,-45.23,118.88,73.65,9.97,63.68,--,63.68,20.20,43.48,--,--,43.48,621.93,"1,294.00",7.00,0.70,0.70,0.70,0.70,--,--,--,--,--,--,--,--,KIOCL
Mar '19,"1,872.26",15.45,"1,887.71","1,286.85",--,-40.31,237.94,168.21,19.27,--,--,--,--,--,155.80,59.95,124.97,184.92,0.80,184.12,--,184.12,72.26,111.86,--,--,111.86,621.93,"1,372.03",13.30,1.78,1.78,1.78,1.78,--,--,--,--,--,--,--,--,KIOCL
Mar '18,"1,570.59",--,"1,570.59","1,118.02",16.14,-28.37,199.19,195.15,18.65,--,--,--,--,--,144.25,-92.44,179.03,86.59,0.50,86.09,--,86.09,4.61,81.48,--,--,81.48,634.51,"1,511.12",10.60,1.28,1.28,1.28,1.28,--,--,--,--,--,--,--,--,KIOCL
Mar '17,869.84,12.44,882.28,648.66,--,-54.05,114.52,150.11,22.02,--,--,--,--,--,111.68,-110.66,143.93,33.27,0.32,32.95,-1.73,31.22,-16.71,47.93,--,--,47.93,634.51,"1,467.05",3.70,0.76,0.76,0.76,0.76,0.64,1.00,--,--,--,62.81,100.00,98.99,KIOCL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KIOCL
Mar '21,"2,702.63",--,"2,702.63",926.45,--,--,--,132.09,144.37,--,--,--,--,--,"1,108.25",391.46,49.65,441.11,48.73,392.38,-11.25,381.13,136.96,244.18,--,--,244.18,56.25,"1,811.58",12.50,8.68,8.68,8.68,8.68,--,--,--,--,--,--,--,--,KNR CONSTRUCT
Mar '20,"2,244.24",--,"2,244.24",753.28,--,--,--,125.22,191.85,--,--,--,--,--,878.67,295.22,56.59,351.81,47.41,304.40,-10.72,293.68,68.46,225.22,--,--,225.22,28.12,"1,595.76",25.00,16.02,16.02,16.02,16.02,--,--,--,--,--,--,--,--,KNR CONSTRUCT
Mar '19,"2,137.26",--,"2,137.26",643.20,--,--,--,92.86,168.11,--,--,--,--,--,974.23,258.86,63.39,322.24,29.10,293.14,-2.55,290.59,27.33,263.27,--,--,263.27,28.12,"1,386.19",20.00,18.72,18.72,18.72,18.72,--,--,--,--,--,--,--,--,KNR CONSTRUCT
Mar '18,"1,931.65",--,"1,931.65",505.51,--,--,--,72.12,134.15,--,--,--,--,--,967.90,251.98,39.31,291.29,23.14,268.15,--,268.15,-3.94,272.09,--,--,272.09,28.12,"1,129.71",20.00,3.73,3.73,3.73,3.73,--,--,--,--,--,--,--,--,KNR CONSTRUCT
Mar '17,"1,532.54",8.51,"1,541.05",335.09,--,--,--,55.24,63.87,--,238.88,--,--,--,682.27,165.71,30.28,195.98,21.90,174.08,-10.87,163.22,5.97,157.25,--,--,157.25,28.12,867.35,25.00,11.18,11.18,11.18,11.18,--,--,--,--,--,--,--,--,KNR CONSTRUCT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KNR CONSTRUCT
Mar '21,804.25,--,804.25,--,--,--,--,486.52,90.53,--,--,--,--,--,117.88,109.33,17.39,126.72,8.60,118.12,3.20,121.32,11.53,109.79,--,--,109.79,269.04,779.22,15.00,4.01,3.99,4.01,3.99,--,--,--,--,--,--,--,--,KPIT TECH
Mar '20,955.25,--,955.25,0.12,--,--,--,532.49,83.70,--,--,--,--,--,145.97,192.96,23.19,216.15,15.11,201.04,-3.66,197.38,18.93,178.45,--,--,178.45,268.88,755.86,10.00,6.64,6.62,6.64,6.62,--,--,--,--,--,--,--,--,KPIT TECH
Mar '19,230.30,--,230.30,0.23,--,--,--,104.07,15.77,--,--,--,--,--,48.32,61.91,35.78,97.69,6.13,91.56,-10.14,81.42,6.98,74.45,--,--,74.45,268.50,654.97,7.50,11.23,11.20,11.23,11.20,--,--,--,--,--,--,--,--,KPIT TECH
Mar '18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.27,-0.27,--,-0.27,--,-0.27,--,-0.27,--,-0.27,--,--,-0.27,0.10,-0.27,--,-26.60,-26.60,-26.60,-26.60,--,--,--,--,--,--,--,--,KPIT TECH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KPIT TECH
Mar '21,"2,881.22",72.42,"2,953.64","1,378.52",--,200.87,--,384.79,97.92,--,--,--,--,--,325.07,566.47,37.96,604.43,19.61,584.82,--,584.82,152.20,432.62,--,--,432.62,34.41,"1,872.13",90.00,62.87,62.87,62.87,62.87,--,--,--,--,--,--,--,--,KPR MILL
Mar '20,"2,898.07",--,"2,898.07","1,695.22",197.18,-183.70,--,383.25,98.91,--,--,--,--,--,331.59,375.62,36.46,412.08,35.41,376.67,--,376.67,82.06,294.61,--,--,294.61,34.41,"1,470.47",90.00,41.37,41.37,41.37,41.37,--,--,--,--,--,--,--,--,KPR MILL
