sector_name,company_name,industry,last_price,change,%chg,mkt_cap(rs_cr)
Engineering,Aakash Explorat,Engineering - Heavy,27.85,-0.20,-0.71,282
Engineering,Titagarh Wagons,Infrastructure - General,103.20,-0.75,-0.72,"1,234"
Engineering,Pitti Engineeri,Engineering,312.10,-2.60,-0.83,"1,000"
Engineering,Gujarat Apollo,Engineering - Heavy,210.45,-1.85,-0.87,248
Engineering,Bharat Wire Rop,Steel - Medium & Small,79.30,-0.70,-0.88,506
Engineering,Kabra Extrusion,Engineering - Heavy,480.30,-4.30,-0.89,"1,541"
Engineering,Quess Corp,Engineering,681.65,-6.15,-0.89,"10,088"
Engineering,Windsor,Engineering - Heavy,43.50,-0.40,-0.91,282
Engineering,TIL,Engineering,127.30,-1.20,-0.93,128
Engineering,Cummins,Engines,1084.95,-10.30,-0.94,"30,075"
Engineering,NRB Industrial,Bearings,25.80,-0.25,-0.96,63
Engineering,BHEL,Infrastructure - General,54.70,-0.55,-1.00,"19,047"
Engineering,Ujaas Energy,Power - Transmission & Equipment,4.85,-0.05,-1.02,97
Engineering,Kirloskar Oil,Engines,156.95,-1.65,-1.04,"2,270"
Engineering,Shanthi Gears,Auto Ancillaries,208.90,-2.25,-1.07,"1,603"
Engineering,Kirloskar Bros,Pumps,345.45,-3.75,-1.07,"2,743"
Engineering,Polycab,Cables - Power & Others,2617.85,-28.50,-1.08,"39,122"
Engineering,Graphite India,Electrodes & Graphite,554.65,-6.05,-1.08,"10,837"
Engineering,GMR Infra,Infrastructure - General,38.95,-0.45,-1.14,"23,510"
Engineering,Salasar Techno,Engineering,261.40,-3.15,-1.19,747
Engineering,Ganga Forging,,7.80,-0.10,-1.27,83
Engineering,Ahlada Engineer,,105.00,-1.35,-1.27,136
Engineering,CG Power,Electric Equipment,200.35,-2.60,-1.28,"28,887"
Engineering,Suzlon Energy,Power - Generation & Distribution,11.20,-0.15,-1.32,"10,324"
Engineering,Eimco Elecon,Engineering - Heavy,361.25,-5.15,-1.41,208
Engineering,Kirloskar Ind,Engines,1567.40,-22.50,-1.42,"1,533"
Engineering,GE T&D India,Power - Transmission & Equipment,107.45,-1.55,-1.42,"2,751"
Engineering,GE Power India,Power - Transmission & Equipment,164.25,-2.45,-1.47,"1,104"
Engineering,MEP Infra,Infrastructure - General,20.10,-0.30,-1.47,370
Engineering,Jaypee Infra,Infrastructure - General,3.10,-0.05,-1.59,431
Engineering,KEI Industries,Cables - Power & Others,1234.85,-20.15,-1.61,"11,127"
Engineering,TRF,Engineering - Heavy,135.55,-2.50,-1.81,149
Engineering,Manaksia Coated,Steel - Medium & Small,26.75,-0.50,-1.83,175
Engineering,Dynamatic Tech,Pumps,2483.85,-53.95,-2.13,"1,575"
Engineering,Jaiprakash Asso,Infrastructure - General,11.25,-0.25,-2.17,"2,761"
Engineering,Bharat Road Net,Infrastructure - General,34.45,-0.80,-2.27,289
Engineering,Grindwell Norto,Abrasives,1810.10,-43.10,-2.33,"20,041"
Engineering,Action Const,Engineering - Heavy,220.00,-5.55,-2.46,"2,620"
Engineering,HEC Infra Proje,Engineering,34.85,-1.50,-4.13,35
Engineering,Transwind Infra,Infrastructure - General,6.10,-0.30,-4.69,4
Engineering,ANI Integrated,Engineering,57.00,-3.00,-5.00,55
Engineering,Garden Reach Sh,Engineering - Heavy,297.05,-15.70,-5.02,"3,403"
Food-Beverage,Nakoda Group,Food Processing,232.90,19.75,9.27,259
Food-Beverage,Sarveshwar Food,Food Processing,41.75,2.65,6.78,103
Food-Beverage,Simbhaoli Sugar,Sugar,26.90,1.25,4.87,111
Food-Beverage,Kohinoor Foods,Food Processing,9.75,0.45,4.84,36
Food-Beverage,Avadh Sugar,Sugar,823.10,37.95,4.83,"1,648"
Food-Beverage,Ugar Sugar Work,Sugar,77.60,3.45,4.65,873
Food-Beverage,Euro India Fres,Food Processing,117.35,4.40,3.90,291
Food-Beverage,Prataap Snacks,Food Processing,749.30,25.00,3.45,"1,757"
Food-Beverage,Mawana Sugars,Sugar,150.10,4.75,3.27,587
Food-Beverage,Peria Karamalai,Plantations - Tea & Coffee,318.95,9.80,3.17,99
Food-Beverage,Dharani Sugars,Sugar,19.75,0.55,2.86,66
Food-Beverage,Varun Beverages,Food Processing,1011.05,27.15,2.76,"43,782"
Food-Beverage,Magadh Sugar,Sugar,368.55,9.65,2.69,519
Food-Beverage,Vikas Proppant,Food Processing,2.10,0.05,2.44,108
Food-Beverage,Rana Sugars,Sugar,36.30,0.85,2.40,557
Food-Beverage,Mcleod,Plantations - Tea & Coffee,25.30,0.55,2.22,264
Food-Beverage,Andhra Sugar,Sugar,160.05,3.15,2.01,"2,169"
Food-Beverage,Triveni Engg,Sugar,337.70,6.15,1.85,"8,164"
Food-Beverage,Apex Frozen,Food Processing,316.20,5.75,1.85,988
Food-Beverage,Tasty Bite,Food Processing,11982.40,190.95,1.62,"3,075"
Food-Beverage,Harrisons Malay,Plantations - Tea & Coffee,168.00,2.65,1.60,310
Food-Beverage,LT Foods,Food Processing,92.00,1.45,1.60,"2,943"
Food-Beverage,Jayshree Tea,Plantations - Tea & Coffee,109.40,1.70,1.58,316
Food-Beverage,KRBL,Food Processing,247.05,3.60,1.48,"5,815"
Food-Beverage,Heritage Foods,Food Processing,336.05,4.75,1.43,"1,559"
Food-Beverage,Dhunseri Tea,Plantations - Tea & Coffee,300.35,4.05,1.37,316
Food-Beverage,Zydus Wellness,Vanaspati & Oils,1668.55,14.20,0.86,"10,617"
Food-Beverage,Rajshree Sugars,Sugar,35.90,0.30,0.84,119
Food-Beverage,Ponni Sugars(E),Sugar,272.15,2.25,0.83,234
Food-Beverage,Rossell India,Plantations - Tea & Coffee,191.35,1.35,0.71,702
Food-Beverage,TATA Cons. Prod,Plantations - Tea & Coffee,817.60,5.50,0.68,"75,346"
Food-Beverage,Tilaknagar Ind,Breweries & Distilleries,71.95,0.45,0.63,"1,141"
Food-Beverage,Tata Coffee,Plantations - Tea & Coffee,221.35,1.30,0.59,"4,134"
Food-Beverage,Uttam Sugar,Sugar,272.30,1.55,0.57,"1,039"
Food-Beverage,SKM Egg Product,Food Processing,67.55,0.35,0.52,178
Food-Beverage,Coffee Day,Food Processing,55.15,0.25,0.46,"1,165"
Food-Beverage,Parag Milk Food,Food Processing,106.95,0.35,0.33,"1,020"
Food-Beverage,Globus Spirits,Breweries & Distilleries,1464.00,4.30,0.29,"4,217"
Food-Beverage,Vadilal Ind,Food Processing,1407.15,3.95,0.28,"1,011"
Food-Beverage,Radico Khaitan,Breweries & Distilleries,922.40,2.05,0.22,"12,330"
Food-Beverage,Dalmia Sugar,Sugar,531.20,1.00,0.19,"4,299"
Food-Beverage,Naga Dhunseri,Plantations - Tea & Coffee,1482.85,2.60,0.18,148
Food-Beverage,Britannia,Food Processing,3349.65,5.55,0.17,"80,682"
Food-Beverage,ADF Foods,Food Processing,813.50,0.85,0.10,"1,706"
Food-Beverage,KM Sugar Mills,Sugar,37.55,0.00,0.00,345
Food-Beverage,Dhunseri Ventur,Petrochemicals,254.70,-0.20,-0.08,892
Food-Beverage,CCL Products,Plantations - Tea & Coffee,415.70,-0.35,-0.08,"5,530"
Food-Beverage,Nestle,Food Processing,18382.40,-35.40,-0.19,"177,235"
Food-Beverage,Bannariamman,Sugar,2720.85,-6.50,-0.24,"3,412"
Food-Beverage,Dhampur Sugar,Sugar,537.95,-1.30,-0.24,"3,571"
Food-Beverage,Dangee Dums,,308.50,-0.90,-0.29,317
Food-Beverage,Chaman Lal Seti,Food Processing,118.30,-0.55,-0.46,612
Food-Beverage,Bombay Burmah,Plantations - Tea & Coffee,927.15,-4.75,-0.51,"6,469"
Food-Beverage,Bajaj Hindustha,Sugar,17.15,-0.10,-0.58,"2,191"
Food-Beverage,Pioneer Distill,Breweries & Distilleries,180.10,-1.10,-0.61,241
Food-Beverage,The Grob Tea,Plantations - Tea & Coffee,1045.45,-7.00,-0.67,122
Food-Beverage,United Spirits,Breweries & Distilleries,893.95,-6.50,-0.72,"64,958"
Food-Beverage,Hindustan Foods,Food Processing,1894.70,-14.40,-0.75,"4,272"
Food-Beverage,Sakthi Sugars,Sugar,16.60,-0.15,-0.90,197
Food-Beverage,Dwarikesh Sugar,Sugar,133.50,-1.25,-0.93,"2,514"
Food-Beverage,United Brewerie,Breweries & Distilleries,1526.50,-15.70,-1.02,"40,361"
Food-Beverage,GM Breweries,Breweries & Distilleries,674.65,-7.85,-1.15,"1,233"
Food-Beverage,ISGEC Heavy Eng,Engineering - Heavy,550.60,-7.35,-1.32,"4,049"
Food-Beverage,BCL Industries,Vanaspati & Oils,472.75,-6.60,-1.38,"1,142"
Food-Beverage,Megastar Foods,Food Processing,138.10,-1.95,-1.39,138
Food-Beverage,United Nilgiri,Plantations - Tea & Coffee,373.65,-5.45,-1.44,187
Food-Beverage,KCP Sugar,Sugar,30.75,-0.45,-1.44,349
Food-Beverage,EID Parry,Sugar,505.65,-9.45,-1.83,"8,970"
Food-Beverage,Kothari Sugars,Sugar,42.65,-0.85,-1.95,354
Food-Beverage,Hatsun Agro,Food Processing,1036.15,-21.15,-2.00,"22,336"
Food-Beverage,Ravi Kumar Dist,Breweries & Distilleries,11.20,-0.30,-2.61,27
Food-Beverage,Shree Renuka,Sugar,52.70,-1.80,-3.30,"11,217"
Food-Beverage,Balrampur Chini,Sugar,482.95,-17.40,-3.48,"9,854"
Food-Beverage,Gillanders Arbu,Diversified,87.00,-3.20,-3.55,186
Food-Beverage,Umang Dairies,Food Processing,70.25,-2.70,-3.70,155
Food-Beverage,Som Distillerie,Breweries & Distilleries,64.85,-2.60,-3.85,454
Food-Beverage,IVP,Vanaspati & Oils,159.40,-7.05,-4.24,165
Gold-Etf,IPRU Gold ETF,,46.92,0.64,1.38,2
Gold-Etf,Nippon ETF Gold,,45.73,0.53,1.17,5
Gold-Etf,SBI Gold ETF,,46.81,0.51,1.10,4
Gold-Etf,Kotak MF-GETF,,46.18,0.48,1.05,2
Gold-Etf,HDFC Gold ETF,,46.93,0.38,0.82,7
Gold-Etf,Invesco G-ETF,,4767.00,33.95,0.72,54
Technology,Dynacons Sys,Computers - Software Medium & Small,322.25,53.70,20.00,363
Technology,Vakrangee,Computers - Software Medium & Small,37.70,3.70,10.88,"3,994"
Technology,Aurum Proptech,Computers - Software Medium & Small,128.95,11.70,9.98,508
Technology,Keerti Knowledg,Computers - Software,19.50,1.40,7.73,20
Technology,Mindteck,Computers - Software,174.75,11.00,6.72,449
Technology,Redington,Computers - Hardware,166.75,8.60,5.44,"13,031"
Technology,Palred Tech,Computers - Software Medium & Small,196.65,9.35,4.99,191
Technology,AXISCADES Techn,Computers - Software Medium & Small,154.60,7.35,4.99,586
Technology,63 Moons Tech,Computers - Software,297.85,14.15,4.99,"1,372"
Technology,E2E Networks,IT Services & Consulting,143.50,6.80,4.97,208
Technology,Visesh Infotech,Computers - Software Medium & Small,1.15,0.05,4.55,434
Technology,Usha Martin Edu,Computers - Software Medium & Small,6.00,0.25,4.35,16
Technology,Inspirisys Solu,Computers - Software Medium & Small,56.40,2.10,3.87,223
Technology,NIIT,Computers - Software - Training,654.15,23.65,3.75,"8,757"
Technology,Cerebra Int,Computers - Hardware,75.80,2.60,3.55,919
Technology,Career Point,Computers - Software - Training,127.35,3.80,3.08,232
Technology,Ducon Infratech,Computers - Software,29.60,0.85,2.96,699
Technology,California Soft,Computers - Software Medium & Small,36.35,1.00,2.83,56
Technology,Ramco System,Computers - Software,346.55,9.20,2.73,"1,068"
Technology,Tera Software,Computers - Software Medium & Small,50.10,1.30,2.66,63
Technology,Kellton Tech,Computers - Software Medium & Small,94.80,2.10,2.27,915
Technology,Kernex Micro,Computers - Software Medium & Small,200.10,4.35,2.22,250
Technology,L&T Infotech,Computers - Software,6038.80,128.25,2.17,"105,861"
Technology,Firstsource Sol,Computers - Software Medium & Small,131.70,2.75,2.13,"9,207"
Technology,Aurionpro Solut,Computers - Software Medium & Small,352.10,7.35,2.13,803
Technology,Educomp Sol,Computers - Software - Training,5.00,0.10,2.04,61
Technology,Goldstone Tech,Computers - Software Medium & Small,73.85,1.40,1.93,255
Technology,eClerx Services,Computers - Software Medium & Small,2404.10,43.50,1.84,"8,132"
Technology,Dev Information,Computers - Software,151.70,2.50,1.68,167
Technology,Tree House,Computers - Software - Training,9.25,0.15,1.65,39
Technology,Accelya Kale,Computers - Software Medium & Small,969.20,12.80,1.34,"1,447"
Technology,Softtech Engine,Computers - Software,137.75,1.80,1.32,131
Technology,Melstar Info,Computers - Software Medium & Small,4.15,0.05,1.22,6
Technology,Zen Tech,,205.20,2.00,0.98,"1,632"
Technology,Mindtree,Computers - Software,4098.95,38.50,0.95,"67,565"
Technology,Mastek,Computers - Software,3079.35,26.10,0.85,"9,244"
Technology,Digispice Tech,Telecommunications - Equipment,36.65,0.30,0.83,846
Technology,Newgen Software,Computers - Software,494.05,3.70,0.75,"3,456"
Technology,Quick Heal Tech,Computers - Software,198.70,1.30,0.66,"1,153"
Technology,Expleo Solution,Computers - Software,1550.45,9.45,0.61,"1,590"
Technology,Cigniti Tech,Computers - Software Medium & Small,469.00,2.35,0.50,"1,316"
Technology,InfoBeans Tech,Computers - Software Medium & Small,780.40,3.60,0.46,"1,886"
Technology,Aptech,Computers - Software - Training,358.60,1.65,0.46,"1,483"
Technology,Xelpmoc Design,Computers - Software,283.40,1.30,0.46,410
Technology,Compucom Soft,Computers - Software Medium & Small,24.00,0.10,0.42,190
Technology,Cyient,Computers - Software,867.95,3.05,0.35,"9,575"
Technology,Sonata,Computers - Software Medium & Small,799.60,2.80,0.35,"8,409"
Technology,Infosys,Computers - Software,1748.55,6.10,0.35,"735,569"
Technology,COFORGE LTD.,Computers - Software,4160.80,13.70,0.33,"25,345"
Technology,GSS Infotech,Computers - Software Medium & Small,131.10,0.35,0.27,222
Technology,HCL Info,Computers - Hardware,19.70,0.05,0.25,649
Technology,Hinduja Global,Computers - Software,1098.50,1.90,0.17,"4,591"
Technology,RS Software,Computers - Software Medium & Small,35.90,0.05,0.14,92
Technology,Wipro,Computers - Software,559.20,0.50,0.09,"306,557"
Technology,3i Infotech,Computers - Software,66.45,0.05,0.08,"1,117"
Technology,BLACK BOX,Computers - Software,816.25,0.40,0.05,"2,678"
Technology,Zensar Tech,Computers - Software,358.10,0.15,0.04,"8,104"
Technology,FCS Software,Computers - Software Medium & Small,3.95,0.00,0.00,675
Technology,Genesys Int,Computers - Software Medium & Small,600.10,-0.45,-0.07,"1,882"
Technology,MphasiS,Computers - Software,3050.80,-6.50,-0.21,"57,373"
Technology,Tata Elxsi,Computers - Software,8383.80,-25.45,-0.30,"52,211"
Technology,Tech Mahindra,Computers - Software,1410.45,-4.55,-0.32,"137,072"
Technology,Intense Tech,Computers - Software Medium & Small,83.40,-0.30,-0.36,187
Technology,Nucleus Softwar,Computers - Software Medium & Small,447.80,-2.00,-0.44,"1,199"
Technology,Subex,,40.70,-0.20,-0.49,"2,287"
Technology,HCL Tech,Computers - Software,1125.10,-6.05,-0.53,"305,314"
Technology,Intellect Desig,Computers - Software,913.10,-4.95,-0.54,"12,286"
Technology,Nxtdigital,Media & Entertainment,410.65,-2.45,-0.59,"1,383"
Technology,Xchanging Sol,Computers - Software Medium & Small,90.60,-0.60,-0.66,"1,009"
Technology,TVS Electronics,Computers - Hardware,258.15,-1.80,-0.69,481
Technology,Cambridge Tech,Computers - Software Medium & Small,72.55,-0.55,-0.75,142
Technology,TCS,Computers - Software,3661.95,-29.15,-0.79,"1,340,274"
Technology,Datamatics Glob,Computers - Software Medium & Small,306.40,-2.95,-0.95,"1,806"
Technology,Saksoft,Computers - Software,911.05,-8.95,-0.97,960
Technology,Oracle Fin Serv,Computers - Software,3568.15,-35.35,-0.98,"30,774"
Technology,R Systems Intl,Computers - Software Medium & Small,264.60,-2.90,-1.08,"3,130"
Technology,Allied Digital,Computers - Software Medium & Small,148.90,-1.75,-1.16,807
Technology,Trigyn Tech,Computers - Software Medium & Small,155.90,-1.90,-1.20,480
Technology,Persistent,Computers - Software,4329.95,-52.80,-1.20,"33,092"
Technology,Onward Tech,Computers - Software Medium & Small,386.70,-4.85,-1.24,853
Technology,Zee Learn,Computers - Software - Training,14.40,-0.20,-1.37,470
Technology,IZMO,Computers - Software Medium & Small,91.55,-1.35,-1.45,122
Technology,MT Educare,Computers - Software - Training,9.40,-0.15,-1.57,68
Technology,ALLSEC Tech,Computers - Software Medium & Small,528.25,-9.20,-1.71,805
Technology,Birlasoft,Computers - Software Medium & Small,452.40,-8.10,-1.76,"12,644"
Technology,Tanla Platforms,Computers - Software Medium & Small,1523.95,-28.50,-1.84,"20,687"
Technology,Sasken Tech,Computers - Software,934.60,-17.65,-1.85,"1,407"
Technology,L&T Technology,Computers - Software,4507.40,-85.20,-1.86,"47,568"
Technology,Cybertech,Computers - Software Medium & Small,174.75,-3.40,-1.91,492
Technology,Intrasoft Tech,Retail,188.15,-4.10,-2.13,277
Technology,Securekloud Tec,Computers - Software,97.10,-2.15,-2.17,313
Technology,Compuage Info,Computers - Hardware,33.25,-0.75,-2.21,216
Technology,Brightcom Group,Computers - Software Medium & Small,95.70,-2.35,-2.40,"19,312"
Technology,Rolta,Computers - Software,5.85,-0.15,-2.50,97
Technology,LCC Infotech,Computers - Software Medium & Small,3.85,-0.10,-2.53,49
Technology,OnMobile Global,Telecommunications - Service,162.10,-4.45,-2.67,"1,712"
Technology,MRO-TEK,Computers - Hardware,62.85,-1.95,-3.01,117
Technology,Smartlink Net,Computers - Hardware,131.50,-4.15,-3.06,131
Technology,HOV Services,Computers - Software Medium & Small,61.20,-2.00,-3.16,77
Technology,Excel Realty,Computers - Software Medium & Small,9.05,-0.45,-4.74,85
Technology,Megasoft,,52.30,-2.65,-4.82,386
Technology,Cadsys India,Computers - Software Medium & Small,47.05,-2.45,-4.95,35
Manufacturing,Vardhman Acryli,Textiles - Manmade,70.25,11.70,19.98,565
Manufacturing,Nahar Ent,Textiles - Composite Mills,212.95,34.55,19.37,848
Manufacturing,Pearl Polymers,Plastics,23.15,2.90,14.32,39
Manufacturing,Seshasayee Pape,Paper,202.55,20.20,11.08,"1,277"
Manufacturing,Ruby Mills,Textiles - Composite Mills,368.20,36.70,11.07,616
Manufacturing,Aarvee Denim,Textiles - Denim,29.70,2.70,10.00,70
Manufacturing,Delta,Electricals,99.10,9.00,9.99,108
Manufacturing,VIP Clothing,Textiles - Readymade Apparels,32.75,2.95,9.90,271
Manufacturing,Flexituff Ventu,Packaging,33.90,3.05,9.89,84
Manufacturing,AYM Syntex,Textiles - Processing,134.30,11.85,9.68,674
Manufacturing,Bang Overseas,Textiles - General,52.00,4.20,8.79,71
Manufacturing,Huhtamaki India,Packaging,182.85,14.50,8.61,"1,381"
Manufacturing,GKW,Fasteners,640.35,42.35,7.08,382
Manufacturing,Zodiac Clothing,Textiles - Readymade Apparels,115.10,7.60,7.07,285
Manufacturing,Andhra Paper,Paper,358.80,23.55,7.02,"1,427"
Manufacturing,Nandani Creatio,Textiles - Readymade Apparels,67.50,4.25,6.72,68
Manufacturing,RSWM,Textiles - Spinning - Synthetic Blended,508.05,31.80,6.68,"1,197"
Manufacturing,Sangam India,Textiles - Spinning - Synthetic Blended,342.40,19.75,6.12,"1,487"
Manufacturing,Rupa and Comp,Textiles - Hosiery & Knitwear,515.55,28.60,5.87,"4,100"
Manufacturing,Genus Power,Electricals,87.20,4.70,5.70,"2,246"
Manufacturing,Indo Rama Synth,Textiles - Spinning - Synthetic Blended,79.15,4.25,5.67,"2,067"
Manufacturing,BSL,Textiles - Weaving,138.80,7.15,5.43,143
Manufacturing,Emami Paper,Paper,184.75,9.40,5.36,"1,118"
Manufacturing,NR Agarwal,Paper,290.15,14.70,5.34,494
Manufacturing,Ginni Filaments,Textiles - Spinning - Cotton Blended,49.35,2.50,5.34,423
Manufacturing,DCM,Textiles - Spinning - Cotton Blended,93.70,4.70,5.28,175
Manufacturing,Genus Paper,Paper,19.05,0.95,5.25,490
Manufacturing,Celebrity Fash,Textiles - Readymade Apparels,18.05,0.90,5.25,93
Manufacturing,Rajshree Polypa,,186.05,9.25,5.23,209
Manufacturing,Ruchira Papers,Paper,123.00,5.95,5.08,310
Manufacturing,SEL Mgf Company,Textiles - General,1273.80,60.65,5.00,"4,221"
Manufacturing,Brand Concepts,,100.85,4.80,5.00,107
Manufacturing,Nahar Spinning,Textiles - Hosiery & Knitwear,588.90,28.00,4.99,"2,124"
Manufacturing,Poddar Housing,,231.55,11.00,4.99,146
Manufacturing,Hilton Metal,Castings & Forgings,41.15,1.95,4.97,51
Manufacturing,Orbit Exports,Textiles - Weaving,133.30,6.20,4.88,365
Manufacturing,Thomas Scott,Textiles - Synthetic & Silk,50.50,2.25,4.66,28
Manufacturing,Rollatainers,Packaging,2.30,0.10,4.55,58
Manufacturing,Sintex Plastics,Plastics,8.15,0.35,4.49,518
Manufacturing,Vardhman Poly,Textiles - Spinning - Cotton Blended,25.80,1.10,4.45,58
Manufacturing,JK Paper,Paper,344.65,14.60,4.42,"5,838"
Manufacturing,Alps Industries,Textiles - General,4.85,0.20,4.30,19
Manufacturing,Nitin Spinners,Textiles - Spinning - Cotton Blended,266.30,10.85,4.25,"1,497"
Manufacturing,Kalyani Forge,Castings & Forgings,201.00,8.15,4.23,73
Manufacturing,Sarla Performan,Textiles - Processing,62.10,2.50,4.19,519
Manufacturing,Siyaram Silk,Textiles - Weaving,669.90,26.95,4.19,"3,140"
Manufacturing,Damodar Ind,Textiles - Spinning - Synthetic Blended,71.00,2.80,4.11,165
Manufacturing,Super Spinning,Textiles - Spinning - Cotton Blended,16.10,0.60,3.87,89
Manufacturing,Ballarpur Ind,Paper,1.40,0.05,3.70,181
Manufacturing,Raj Rayon Ind,Textiles - Processing,2.80,0.10,3.70,1
Manufacturing,Sutlej Textiles,Textiles - General,84.70,3.00,3.67,"1,388"
Manufacturing,SIL Invest,Finance - Investments,364.10,12.60,3.58,386
Manufacturing,B&B Triplewall,,297.25,10.25,3.57,610
Manufacturing,Spentex Ind,Textiles - Spinning - Cotton Blended,3.05,0.10,3.39,27
Manufacturing,Sterling Tools,Fasteners,160.20,5.20,3.35,577
Manufacturing,Ausom Enterp,Finance - Investments,75.85,2.30,3.13,103
Manufacturing,Astron Paper &,Paper,49.75,1.50,3.11,231
Manufacturing,Nahar Poly Film,Textiles - Spinning - Cotton Blended,562.45,16.95,3.11,"1,383"
Manufacturing,Zenithexpo,Textiles - Synthetic & Silk,86.75,2.60,3.09,47
Manufacturing,West Coast Pap,Paper,370.85,10.60,2.94,"2,449"
Manufacturing,Sanco Ind,Plastics,12.25,0.35,2.94,16
Manufacturing,Maral Overseas,Textiles - Spinning - Cotton Blended,101.20,2.85,2.90,420
Manufacturing,SPL Industries,Textiles - Readymade Apparels,71.35,2.00,2.88,207
Manufacturing,Eastern Silk,Textiles - Synthetic & Silk,7.20,0.20,2.86,57
Manufacturing,Shreyans Ind,Paper,138.75,3.80,2.82,192
Manufacturing,Kanpur Plast,Packaging,141.25,3.85,2.80,303
Manufacturing,Sintercom India,Castings & Forgings,93.50,2.45,2.69,239
Manufacturing,Monte Carlo,Textiles - Readymade Apparels,589.65,15.25,2.65,"1,222"
Manufacturing,Lakshmi Prec,Fasteners,6.15,0.15,2.50,7
Manufacturing,Tamil Newsprint,Paper,197.70,4.75,2.46,"1,368"
Manufacturing,Magnum Ventures,Paper,14.65,0.35,2.45,55
Manufacturing,Max Ventures an,Packaging,121.10,2.75,2.32,"1,780"
Manufacturing,Texmo Pipes,Plastics,86.25,1.95,2.31,252
Manufacturing,Tijaria Polypip,Plastics,7.10,0.15,2.16,20
Manufacturing,Weizmann,Textiles - Processing,59.85,1.20,2.05,95
Manufacturing,Welspun India,Textiles - Weaving,96.10,1.90,2.02,"9,495"
Manufacturing,Pudumjee Paper,Paper,41.60,0.80,1.96,395
Manufacturing,Dixon Technolog,Electricals,4431.85,84.85,1.95,"26,299"
Manufacturing,Donear Ind,Textiles - Weaving,60.10,1.15,1.95,313
Manufacturing,Bharat Elec,Electricals,247.10,4.70,1.94,"60,208"
Manufacturing,Vardhman Text,Textiles - Spinning - Cotton Blended,447.90,8.45,1.92,"12,942"
Manufacturing,Jayaswal Neco,Castings & Forgings,24.20,0.45,1.89,"2,350"
Manufacturing,Indian Terrain,Textiles - Readymade Apparels,61.85,1.15,1.89,254
Manufacturing,Shree Rama News,Paper,19.65,0.35,1.81,290
Manufacturing,Malu Paper,Paper,37.10,0.65,1.78,63
Manufacturing,Dollar Ind,Textiles - Readymade Apparels,601.30,10.00,1.69,"3,410"
Manufacturing,Kitex Garments,Textiles - Readymade Apparels,297.35,4.75,1.62,"1,977"
Manufacturing,Goldstar Power,Electricals,26.15,0.40,1.55,28
Manufacturing,Max Financial,Finance - Investments,785.50,11.50,1.49,"27,109"
Manufacturing,Shiva Texyarn,Textiles - Spinning - Cotton Blended,244.00,3.55,1.48,316
Manufacturing,Nandan Denim,Textiles - Denim,62.70,0.90,1.46,904
Manufacturing,Worth Periphera,Packaging,109.50,1.55,1.44,172
Manufacturing,Emmbi Ind,Packaging,110.65,1.55,1.42,196
Manufacturing,Time Techno,Packaging,83.55,1.10,1.33,"1,889"
Manufacturing,PDS,Textiles - General,1701.10,22.00,1.31,"4,439"
Manufacturing,RamkrishnaForge,Castings & Forgings,187.20,2.40,1.30,"2,999"
Manufacturing,Arvind,Textiles - Denim,130.75,1.45,1.12,"3,407"
Manufacturing,Hitech Corp,Plastics,278.60,2.70,0.98,479
Manufacturing,Indo Count,Textiles - Spinning - Cotton Blended,177.15,1.65,0.94,"3,497"
Manufacturing,TT,Textiles - Hosiery & Knitwear,107.05,0.90,0.85,230
Manufacturing,Responsive Ind,Construction & Contracting - Civil,167.00,1.35,0.81,"4,457"
Manufacturing,Polyplex Corp,Packaging,2765.25,22.35,0.81,"8,681"
Manufacturing,Xpro India,Packaging,1386.25,9.85,0.72,"1,638"
Manufacturing,Morarjee Text,Textiles - Spinning - Cotton Blended,28.20,0.20,0.71,102
Manufacturing,Star Paper,Paper,170.20,1.20,0.71,266
Manufacturing,Bhandari Hosier,Textiles - Hosiery & Knitwear,7.25,0.05,0.69,106
Manufacturing,Ester Ind,Packaging,171.20,1.15,0.68,"1,428"
Manufacturing,La Opala RG,Glass & Glass Products,379.30,2.40,0.64,"4,210"
Manufacturing,Mold-Tek Pack,Plastics,800.05,4.55,0.57,"2,501"
Manufacturing,Borosil,Glass & Glass Products,632.35,3.50,0.56,"8,243"
Manufacturing,Pudumjee Ind,Paper,19.50,0.10,0.52,35
Manufacturing,Bharat Forge,Castings & Forgings,733.05,3.70,0.51,"34,130"
Manufacturing,Pil Italica,Plastics,10.10,0.05,0.50,237
Manufacturing,Fiberweb India,Plastics,42.10,0.20,0.48,121
Manufacturing,Kriti Ind,Plastics,113.85,0.50,0.44,565
Manufacturing,Garware Technic,Textiles - General,3204.35,13.70,0.43,"6,607"
Manufacturing,Page Industries,Textiles - Readymade Apparels,44817.10,181.45,0.41,"49,988"
Manufacturing,Pearl Global In,Textiles - Readymade Apparels,475.45,1.85,0.39,"1,030"
Manufacturing,EPL,Packaging,183.40,0.60,0.33,"5,793"
Manufacturing,JBF Industries,Textiles - Manmade,15.45,0.05,0.32,126
Manufacturing,Centum Electron,Electricals,489.70,1.55,0.32,631
Manufacturing,Soril Infra Res,Textiles - Readymade Apparels,80.15,0.25,0.31,252
Manufacturing,Uflex,Packaging,690.80,2.10,0.30,"4,988"
Manufacturing,Tainwala Chem,Plastics,86.40,0.25,0.29,81
Manufacturing,Jain Irrigation,Plastics,44.25,0.10,0.23,"2,622"
Manufacturing,Astral Ltd,Plastics,2133.70,4.25,0.20,"42,870"
