sector_name,company_name,industry,last_price,change,%chg,mkt_cap(rs_cr)
Manufacturing,KPR Mill,Textiles - Readymade Apparels,659.00,1.25,0.19,"22,673"
Manufacturing,Nilkamal,Plastics,2218.50,3.05,0.14,"3,311"
Manufacturing,Vardhman Hold,Finance - Investments,3769.55,4.10,0.11,"1,203"
Manufacturing,Metalyst Forgin,Castings & Forgings,6.00,0.00,0.00,26
Manufacturing,Eurotex,Textiles - Spinning - Cotton Blended,12.65,0.00,0.00,11
Manufacturing,Oricon Ent,Packaging,36.10,0.00,0.00,567
Manufacturing,Radha Madhav,Packaging,2.75,0.00,0.00,25
Manufacturing,Suryalakshmi Co,Textiles - Spinning - Cotton Blended,84.30,0.00,0.00,141
Manufacturing,Soma Textile,Textiles - Composite Mills,8.70,0.00,0.00,29
Manufacturing,Plastiblends,Plastics,231.95,-0.10,-0.04,603
Manufacturing,Servotech Power,Electricals,96.70,-0.05,-0.05,180
Manufacturing,Bannari A Spg,Textiles - General,82.85,-0.05,-0.06,537
Manufacturing,CG Consumer,Electricals,377.90,-0.30,-0.08,"23,936"
Manufacturing,TPL Plastech,Plastics,148.35,-0.15,-0.10,231
Manufacturing,Ambika Cotton,Textiles - Spinning - Cotton Blended,2390.25,-2.50,-0.10,"1,368"
Manufacturing,Filatex India,Textiles - Manmade,129.20,-0.20,-0.15,"2,910"
Manufacturing,Trident,Textiles - Spinning - Cotton Blended,54.90,-0.10,-0.18,"27,977"
Manufacturing,Acrysil India,,851.10,-2.00,-0.23,"2,272"
Manufacturing,Digjam,Textiles - Woollen & Worsted,181.50,-0.60,-0.33,363
Manufacturing,Gokaldas Export,Textiles - Readymade Apparels,377.75,-1.80,-0.47,"2,228"
Manufacturing,Tokyo Plast,Plastics,106.85,-0.55,-0.51,102
Manufacturing,Cosmo Films,Plastics,1972.90,-10.20,-0.51,"3,585"
Manufacturing,Jindal PolyFilm,Packaging,1164.90,-6.30,-0.54,"5,101"
Manufacturing,Nelcast,Castings & Forgings,71.95,-0.40,-0.55,626
Manufacturing,VIP Industries,,714.05,-5.10,-0.71,"10,104"
Manufacturing,Shri Rama Multi,Packaging,14.00,-0.10,-0.71,89
Manufacturing,Banswara Syntex,Textiles - Spinning - Synthetic Blended,260.75,-1.90,-0.72,446
Manufacturing,Bombay Rayon,Textiles - General,6.85,-0.05,-0.72,217
Manufacturing,HLE Glascoat,Glass & Glass Products,5639.15,-42.40,-0.75,"7,699"
Manufacturing,Balmer Lawrie,Diversified,124.60,-0.95,-0.76,"2,131"
Manufacturing,MM Forgings,Castings & Forgings,883.10,-7.30,-0.82,"2,132"
Manufacturing,Lux Industries,Textiles - Processing,2390.85,-20.50,-0.85,"7,190"
Manufacturing,SRF,Diversified,2611.05,-24.70,-0.94,"77,397"
Manufacturing,Ashima,Textiles - Spinning - Cotton Blended,15.20,-0.15,-0.98,291
Manufacturing,Electrosteel,Castings & Forgings,43.25,-0.45,-1.03,"2,572"
Manufacturing,Sumeet Ind,Textiles - Manmade,9.45,-0.10,-1.05,98
Manufacturing,Mayur Uniquoter,Plastics,399.10,-4.25,-1.05,"1,779"
Manufacturing,Mahindra CIE,Castings & Forgings,196.95,-2.20,-1.10,"7,467"
Manufacturing,Premier Polyfil,Plastics,97.60,-1.10,-1.11,204
Manufacturing,Alicon Castallo,Castings & Forgings,685.95,-8.20,-1.18,"1,105"
Manufacturing,TCNS Clothing C,Textiles - General,839.10,-10.80,-1.27,"5,170"
Manufacturing,Pioneer,Textiles - Hosiery & Knitwear,56.10,-0.75,-1.32,149
Manufacturing,Sundram,Fasteners,846.85,-11.70,-1.36,"17,795"
Manufacturing,Precot,,325.95,-4.55,-1.38,391
Manufacturing,AMD Industries,Packaging,57.85,-0.85,-1.45,111
Manufacturing,Asahi India,Glass & Glass Products,469.10,-7.25,-1.52,"11,403"
Manufacturing,Vishal Fabrics,Textiles - Spinning - Cotton Blended,35.20,-0.55,-1.54,696
Manufacturing,Mold Tek Tech,,94.65,-1.55,-1.61,267
Manufacturing,Lovable Lingeri,Textiles - Readymade Apparels,156.70,-2.65,-1.66,232
Manufacturing,Globe Textiles,Textiles - General,8.80,-0.15,-1.68,133
Manufacturing,Arrow Greentech,Plastics,123.25,-2.25,-1.79,174
Manufacturing,Himatsingka Sei,Textiles - Synthetic & Silk,157.40,-3.00,-1.87,"1,550"
Manufacturing,Hind Nat Glass,Glass & Glass Products,16.25,-0.35,-2.11,146
Manufacturing,Supreme Ind,Plastics,2039.55,-43.95,-2.11,"25,908"
Manufacturing,Century Enka,Textiles - Manmade,645.75,-14.00,-2.12,"1,411"
Manufacturing,Salona Cotspin,Textiles - Spinning - Cotton Blended,279.15,-6.15,-2.16,147
Manufacturing,Lagnam Spintex,,93.95,-2.10,-2.19,166
Manufacturing,Guj Raffia Ind,Packaging,37.35,-0.85,-2.23,20
Manufacturing,Mohit Ind,Textiles - Processing,21.80,-0.50,-2.24,31
Manufacturing,Kingfa Science,Plastics,1219.60,-29.90,-2.39,"1,477"
Manufacturing,Hind Rectifiers,Electricals,203.50,-5.00,-2.40,337
Manufacturing,Raymond,Textiles - Woollen & Worsted,930.65,-23.95,-2.51,"6,196"
Manufacturing,Nagreeka Export,Textiles - Spinning - Cotton Blended,62.45,-1.75,-2.73,78
Manufacturing,Ganesha Ecosph,Textiles - Processing,728.45,-21.75,-2.90,"1,590"
Manufacturing,Steelcast,Castings & Forgings,352.95,-10.60,-2.92,714
Manufacturing,AMJ Land,Paper,32.05,-1.00,-3.03,131
Manufacturing,STL Global,Textiles - General,30.25,-0.95,-3.04,83
Manufacturing,Everest Kanto,Packaging,224.65,-7.35,-3.17,"2,521"
Manufacturing,Alok Industries,Textiles - Weaving,27.65,-0.95,-3.32,"13,729"
Manufacturing,Lambodhara Text,Textiles - Spinning - Cotton Blended,109.90,-3.90,-3.43,114
Manufacturing,United Polyfab,Textiles - Readymade Apparels,55.60,-2.90,-4.96,116
Manufacturing,LGB Forge,Castings & Forgings,12.25,-0.80,-6.13,292
Media,Hariom Pipe,Iron & Steel,231.00,78.00,50.98,589
Media,Cinevista,Media & Entertainment,13.80,1.25,9.96,79
Media,UFO Moviez,Media & Entertainment,123.80,7.55,6.49,471
Media,JagranPrakashan,Media & Entertainment,71.75,3.65,5.36,"1,892"
Media,Eros Intl,Media & Entertainment,33.85,1.60,4.96,325
Media,Next Mediaworks,Media & Entertainment,7.05,0.30,4.44,47
Media,Dish TV,Media & Entertainment,17.60,0.70,4.14,"3,241"
Media,Diligent Media,Media & Entertainment,2.95,0.10,3.51,35
Media,WinPro Ind.,,6.30,0.20,3.28,63
Media,Mukta Arts,Media & Entertainment,56.55,1.70,3.10,128
Media,Jain Studios,Media & Entertainment,2.00,0.05,2.56,6
Media,Sphere Global,Computers - Software,13.20,0.30,2.33,24
Media,Zee Media,Media & Entertainment,20.00,0.45,2.30,"1,251"
Media,DB Corp,Media & Entertainment,91.55,1.85,2.06,"1,621"
Media,Hindustan Media,Media & Entertainment,70.30,1.25,1.81,518
Media,Raj Television,Media & Entertainment,41.10,0.65,1.61,213
Media,Rolex Rings,Metals - Castings/Forgings,1311.70,17.90,1.38,"3,572"
Media,Music Broadcast,Media & Entertainment,26.65,0.35,1.33,921
Media,Pressman Advt,,43.35,0.45,1.05,102
Media,Prime Focus,Media & Entertainment,87.25,0.85,0.98,"2,613"
Media,Touchwood Enter,Media & Entertainment,98.95,0.95,0.97,101
Media,Shyam Metalics,Iron & Steel,361.45,2.55,0.71,"9,220"
Media,Vertoz Advertis,,99.95,0.65,0.65,120
Media,Saregama India,Media & Entertainment,5000.55,23.70,0.48,"9,651"
Media,INOX Leisure,Media & Entertainment,516.05,0.30,0.06,"6,313"
Media,SAB Events,Media & Entertainment,7.70,0.00,0.00,8
Media,Euro Panel,Aluminium & Aluminium Products,129.00,-0.10,-0.08,316
Media,Ent Network Ind,Media & Entertainment,206.55,-0.40,-0.19,985
Media,Pritish Nandy,Media & Entertainment,59.25,-0.15,-0.25,86
Media,HT Media,Media & Entertainment,32.35,-0.10,-0.31,753
Media,Balaji Telefilm,Media & Entertainment,73.20,-0.30,-0.41,740
Media,Silly Monks Ent,Media & Entertainment,23.70,-0.10,-0.42,24
Media,Shemaroo Ent,Media & Entertainment,137.10,-0.80,-0.58,373
Media,Tips Industries,Media & Entertainment,2061.10,-13.05,-0.63,"2,673"
Media,PVR,Media & Entertainment,1904.35,-17.50,-0.91,"11,608"
Media,Den Networks,Media & Entertainment,42.00,-0.40,-0.94,"2,004"
Media,TV TodayNetwork,Media & Entertainment,408.75,-4.10,-0.99,"2,439"
Media,Zee Entertain,Media & Entertainment,279.30,-3.00,-1.06,"26,827"
Media,Cyber Media,Media & Entertainment,27.70,-0.30,-1.07,43
Media,Cineline India,Media & Entertainment,122.70,-1.70,-1.37,369
Media,Jainam Ferro,Ferro Manganese,195.00,-2.80,-1.42,206
Media,TV18 Broadcast,Media & Entertainment,74.75,-1.20,-1.58,"12,815"
Media,Sun TV Network,Media & Entertainment,509.45,-8.95,-1.73,"20,077"
Media,GTPL Hathway,Media & Entertainment,202.50,-4.60,-2.22,"2,277"
Media,Sri Adhikari,Media & Entertainment,2.05,-0.05,-2.38,7
Media,Radaan Media,Media & Entertainment,1.55,-0.05,-3.13,8
Media,NDTV,Media & Entertainment,200.10,-6.75,-3.26,"1,290"
Media,Siti Networks,Media & Entertainment,3.70,-0.15,-3.90,323
Media,Hathway Cable,Media & Entertainment,19.45,-1.05,-5.12,"3,443"
Metals-Mining,Jai Corp,Steel - GP & GC Sheets,135.00,16.05,13.49,"2,409"
Metals-Mining,Gandhi Spl Tube,Steel - Tubes & Pipes,424.75,45.55,12.01,516
Metals-Mining,Hardwyn,Aluminium,132.00,12.00,10.00,135
Metals-Mining,JTL Infra,Steel - Tubes & Pipes,261.25,21.75,9.08,"1,546"
Metals-Mining,Manaksia Alumin,Aluminium,24.60,1.80,7.89,161
Metals-Mining,Maan Aluminium,Aluminium,149.60,10.55,7.59,202
Metals-Mining,Welspun Corp,Steel - Tubes & Pipes,211.70,13.60,6.87,"5,524"
Metals-Mining,Sarda Energy,Steel - Sponge Iron,1258.65,79.20,6.71,"4,537"
Metals-Mining,Ajmera Realty,Construction & Contracting - Real Estate,372.05,23.30,6.68,"1,320"
Metals-Mining,Mahamaya Steel,Steel - CR & HR Strips,89.20,4.35,5.13,147
Metals-Mining,Bedmutha Ind,Steel - Medium & Small,86.20,4.10,4.99,278
Metals-Mining,ISMT,Steel - Rolling,61.45,2.90,4.95,"1,847"
Metals-Mining,Visa Steel,Steel - Large,22.25,1.05,4.95,258
Metals-Mining,Zenith SP&I,Steel - Tubes & Pipes,2.30,0.10,4.55,33
Metals-Mining,Ankit Metal,Steel - Sponge Iron,8.20,0.35,4.46,116
Metals-Mining,Prakash Steelag,Steel - Tubes & Pipes,6.35,0.25,4.10,111
Metals-Mining,Impex FerroTech,Mining & Minerals,2.80,0.10,3.70,25
Metals-Mining,Usha Martin,Steel - Medium & Small,140.60,4.85,3.57,"4,285"
Metals-Mining,Hind Zinc,Metals - Non Ferrous,352.45,12.10,3.56,"148,921"
Metals-Mining,Shivalik Bimeta,Steel - Medium & Small,565.35,15.50,2.82,"2,171"
Metals-Mining,Cubex Tubings,Metals - Non Ferrous,31.80,0.80,2.58,46
Metals-Mining,Vedanta,Mining & Minerals,425.80,8.80,2.11,"158,278"
Metals-Mining,Sagardeep Alloy,Metals - Non Ferrous,35.60,0.65,1.86,61
Metals-Mining,Rajnandini Meta,,368.65,6.30,1.74,679
Metals-Mining,MSP Steel,Steel - Sponge Iron,13.00,0.20,1.56,501
Metals-Mining,Jindal Saw,Steel - Tubes & Pipes,95.55,1.45,1.54,"3,055"
Metals-Mining,APL Apollo,Steel - Tubes & Pipes,1061.05,15.60,1.49,"26,556"
Metals-Mining,Kirloskar Ferro,Steel - Pig Iron,252.10,3.45,1.39,"3,497"
Metals-Mining,JSW Steel,Steel - Large,766.35,10.45,1.38,"185,244"
Metals-Mining,Gallantt Metal,Steel - Sponge Iron,69.35,0.85,1.24,564
Metals-Mining,Ashapura Mine,Mining & Minerals,156.45,1.75,1.13,"1,431"
Metals-Mining,Uttam Galva,Steel - GP & GC Sheets,4.85,0.05,1.04,69
Metals-Mining,Ratnamani Metal,Steel - Tubes & Pipes,2454.90,25.30,1.04,"11,471"
Metals-Mining,Incredible Ind,Steel - Medium & Small,24.40,0.25,1.04,114
Metals-Mining,MOIL,Mining & Minerals,183.90,1.80,0.99,"3,742"
Metals-Mining,Manaksia Steels,Steel - Large,46.55,0.45,0.98,305
Metals-Mining,Hisar Metal,Steel - Medium & Small,131.60,1.20,0.92,71
Metals-Mining,Mah Seamless,Steel - Tubes & Pipes,604.25,4.95,0.83,"4,048"
Metals-Mining,Hindalco,,546.75,4.40,0.81,"122,864"
Metals-Mining,Kamdhenu,Steel - Medium & Small,246.55,1.95,0.80,664
Metals-Mining,Sunflag Iron,Steel - Rolling,84.30,0.65,0.78,"1,519"
Metals-Mining,Tata Steel Long,Steel - Sponge Iron,802.20,5.85,0.73,"3,618"
Metals-Mining,Kalyani Steels,Steel - Rolling,330.05,2.35,0.72,"1,441"
Metals-Mining,Oil Country,Steel - Tubes & Pipes,9.35,0.05,0.54,41
Metals-Mining,Good Luck,Steel - Tubes & Pipes,320.30,1.30,0.41,833
Metals-Mining,Pennar Inds,Steel - CR & HR Strips,38.40,0.15,0.39,546
Metals-Mining,Technocraft Ind,Steel - Medium & Small,1183.95,4.55,0.39,"2,896"
Metals-Mining,Coal India,Mining & Minerals,186.60,0.60,0.32,"114,997"
Metals-Mining,Vardhman Steels,Steel - Medium & Small,260.40,0.80,0.31,"1,056"
Metals-Mining,Manaksia,Steel - Rolling,85.55,0.25,0.29,561
Metals-Mining,Hind Copper,Metals - Non Ferrous,121.20,0.20,0.17,"11,720"
Metals-Mining,NALCO,Aluminium,120.05,0.15,0.13,"22,049"
Metals-Mining,Jindal Stainles,Steel - Medium & Small,202.75,0.25,0.12,"10,654"
Metals-Mining,Godawari Power,Steel - Sponge Iron,479.55,0.30,0.06,"6,759"
Metals-Mining,Sarthak Metals,Mining & Minerals,115.20,-0.05,-0.04,158
Metals-Mining,Tata Steel,,1319.50,-0.75,-0.06,"161,201"
Metals-Mining,Hi-Tech Pipes,Steel - Tubes & Pipes,559.30,-0.60,-0.11,686
Metals-Mining,Maithan Alloys,Mining & Minerals,1519.95,-4.00,-0.26,"4,425"
Metals-Mining,Guj Mineral,Mining & Minerals,206.60,-0.55,-0.27,"6,570"
Metals-Mining,KIOCL,Steel - Sponge Iron,223.20,-0.60,-0.27,"13,565"
Metals-Mining,Mukand,Steel - Medium & Small,145.05,-0.40,-0.28,"2,051"
Metals-Mining,Jindal (Hisar),Steel - Large,381.10,-1.60,-0.42,"8,991"
Metals-Mining,Tata Metaliks,Steel - Pig Iron,878.45,-4.60,-0.52,"2,774"
Metals-Mining,JSW Ispat Speci,Steel - Sponge Iron,36.75,-0.20,-0.54,"1,726"
Metals-Mining,Shah Alloys,Steel - Medium & Small,110.10,-0.65,-0.59,218
Metals-Mining,Gallantt Ispat,Steel - Sponge Iron,53.85,-0.35,-0.65,"1,521"
Metals-Mining,Jai Balaji Ind,Steel - Sponge Iron,53.45,-0.35,-0.65,590
Metals-Mining,SAL Steel,Steel - Medium & Small,11.10,-0.10,-0.89,94
Metals-Mining,Surya Roshni,Steel - Tubes & Pipes,443.75,-4.65,-1.04,"2,414"
Metals-Mining,Jindal Steel,Steel - Sponge Iron,552.40,-5.85,-1.05,"56,350"
Metals-Mining,Orissa Minerals,Mining & Minerals,3251.65,-35.95,-1.09,"1,951"
Metals-Mining,Precision Wires,Metals - Non Ferrous,86.65,-1.00,-1.14,"1,002"
Metals-Mining,NMDC,Mining & Minerals,167.60,-2.05,-1.21,"49,117"
Metals-Mining,Man Industries,Steel - Tubes & Pipes,98.40,-1.30,-1.30,582
Metals-Mining,Indian Metals,Mining & Minerals,474.25,-6.45,-1.34,"2,559"
Metals-Mining,SAIL,Steel - Large,106.50,-1.55,-1.43,"43,990"
Metals-Mining,Tinplate,Metals - Non Ferrous,428.20,-7.10,-1.63,"4,482"
Metals-Mining,Vaswani Ind,Steel - Sponge Iron,20.40,-0.40,-1.92,61
Metals-Mining,Steel Exchange,Steel - Large,238.10,-5.50,-2.26,"2,097"
Metals-Mining,Century Extr,Aluminium,11.90,-0.30,-2.46,95
Metals-Mining,Surani Steel Tu,,40.55,-1.10,-2.64,34
Metals-Mining,Gyscoal Alloys,Steel - Sponge Iron,5.40,-0.25,-4.42,85
Metals-Mining,Grand Foundry,,3.80,-0.20,-5.00,12
Miscellaneous,Krishana Phosch,Miscellaneous,346.15,33.50,10.71,"1,026"
Miscellaneous,CL Educate,Miscellaneous,135.85,12.35,10.00,385
Miscellaneous,Websol Energy,Electric Equipment,135.35,12.30,10.00,496
Miscellaneous,NK Industries,Edible Oils & Solvent Extraction,40.35,3.45,9.35,24
Miscellaneous,Archidply Ind,Miscellaneous,47.85,3.10,6.93,95
Miscellaneous,KDDL,Miscellaneous,1086.90,68.55,6.73,"1,384"
Miscellaneous,Guj Amb Exports,,316.85,19.70,6.63,"7,266"
Miscellaneous,Avanti Feeds,Aquaculture,494.65,30.25,6.51,"6,739"
Miscellaneous,Kaya,Miscellaneous,392.70,23.85,6.47,513
Miscellaneous,DNL,,281.75,16.35,6.16,526
Miscellaneous,Steel City Secu,Miscellaneous,63.80,3.55,5.89,96
Miscellaneous,Wonderla,Miscellaneous,247.85,11.85,5.02,"1,402"
Miscellaneous,Digicontent,,15.75,0.75,5.00,92
Miscellaneous,Parin Furniture,,109.35,5.20,4.99,122
Miscellaneous,Kapston Service,,170.45,8.10,4.99,173
Miscellaneous,Panache Digilif,Miscellaneous,74.75,3.55,4.99,90
Miscellaneous,Avro India,,90.65,4.30,4.98,91
Miscellaneous,Zodiac Energy,Power - Generation & Distribution,119.60,5.65,4.96,175
Miscellaneous,Innovative Tyre,Miscellaneous,5.30,0.25,4.95,10
Miscellaneous,Lexus Granito,Miscellaneous,33.95,1.60,4.95,65
Miscellaneous,Creative New,Miscellaneous,665.35,31.25,4.93,798
Miscellaneous,Future Ent DVR,Miscellaneous,13.85,0.65,4.92,629
Miscellaneous,Mahalaxmi Rub,Rubber,145.50,6.75,4.86,155
Miscellaneous,Shyam Century,Mining & Minerals,34.55,1.60,4.86,768
Miscellaneous,Ruchinfra,Edible Oils & Solvent Extraction,11.00,0.50,4.76,226
Miscellaneous,Mallcom (India),Miscellaneous,838.45,33.30,4.14,523
Miscellaneous,Indosolar,Miscellaneous,5.10,0.20,4.08,190
Miscellaneous,Global Vectra,Transport & Logistics,58.45,2.25,4.00,82
Miscellaneous,S H Kelkar,Chemicals,162.50,6.15,3.93,"2,296"
Miscellaneous,Pritika Auto,Miscellaneous,17.40,0.60,3.57,154
Miscellaneous,Tara Chand Logi,Miscellaneous,50.30,1.65,3.39,69
Miscellaneous,Just Dial,Miscellaneous,912.60,28.65,3.24,"7,629"
Miscellaneous,Ruchi Soya,Edible Oils & Solvent Extraction,952.60,29.35,3.18,"34,484"
Miscellaneous,AFL,Miscellaneous,290.35,8.60,3.05,"3,846"
Miscellaneous,Jet Freight Log,Miscellaneous,71.10,2.10,3.04,82
Miscellaneous,Satia Ind,Paper,143.30,4.15,2.98,"1,433"
Miscellaneous,Waterbase,Aquaculture,94.45,2.70,2.94,391
Miscellaneous,Thomas Cook,Miscellaneous,86.95,2.30,2.72,"3,846"
Miscellaneous,Cupid,Miscellaneous,251.85,6.55,2.67,336
Miscellaneous,Osia Hyper Reta,,361.70,9.30,2.64,215
Miscellaneous,Greenlam Ind,Miscellaneous,393.50,10.00,2.61,"4,749"
Miscellaneous,Spencer Retail,Miscellaneous,88.90,2.25,2.60,801
Miscellaneous,Satin Credit,,124.90,3.05,2.50,937
Miscellaneous,S.S. Infrastruc,Miscellaneous,22.75,0.55,2.48,32
Miscellaneous,Bombay Super,Miscellaneous,428.00,10.25,2.45,449
Miscellaneous,Solex Energy,Miscellaneous,144.00,3.20,2.27,115
Miscellaneous,Mangalam Global,,230.75,5.00,2.21,579
Miscellaneous,CARE Ratings,Miscellaneous,561.10,11.50,2.09,"1,663"
Miscellaneous,MSTC,Miscellaneous,355.15,7.15,2.05,"2,500"
Miscellaneous,Moksh Ornaments,Miscellaneous,20.15,0.40,2.03,108
Miscellaneous,Balkrishna,Paper,52.50,1.00,1.94,56
Miscellaneous,SEL,Miscellaneous,16.55,0.30,1.85,388
Miscellaneous,Gateway Distri,Miscellaneous,76.05,1.35,1.81,"3,800"
Miscellaneous,Chola Fin Hold,Miscellaneous,661.20,11.30,1.74,"12,414"
Miscellaneous,Dalmia Bharat,Cement - Major,1630.00,27.50,1.72,"30,541"
Miscellaneous,Skipper,Engineering,63.95,1.00,1.59,657
Miscellaneous,ICICI Securitie,Miscellaneous,635.30,9.90,1.58,"20,500"
Miscellaneous,One Point One S,Miscellaneous,12.95,0.20,1.57,244
Miscellaneous,PPL,Miscellaneous,184.30,2.50,1.38,441
Miscellaneous,Vaibhav Global,Retail,493.80,6.50,1.33,"8,098"
Miscellaneous,ConfidencePetro,Miscellaneous,66.15,0.85,1.30,"1,879"
Miscellaneous,BLS Internation,Miscellaneous,329.10,4.10,1.26,"3,372"
Miscellaneous,DFM Foods,Food Processing,269.45,3.35,1.26,"1,355"
Miscellaneous,D. P. Abhushan,Miscellaneous,394.50,4.75,1.22,878
Miscellaneous,Sundaram Multi,Printing & Stationery,4.20,0.05,1.20,199
Miscellaneous,GRP,Rubber,1428.30,17.00,1.20,190
Miscellaneous,Sandesh,,714.40,8.25,1.17,541
Miscellaneous,Venkys,Miscellaneous,2285.70,26.25,1.16,"3,220"
Miscellaneous,Gokul Refoils,Edible Oils & Solvent Extraction,39.65,0.45,1.15,393
Miscellaneous,Jubilant Ind,Miscellaneous,497.50,5.50,1.12,748
Miscellaneous,Sambhaav Media,Printing & Stationery,4.70,0.05,1.08,90
Miscellaneous,Godrej Agrovet,Miscellaneous,504.95,5.30,1.06,"9,701"
Miscellaneous,Bhagyanagar Pro,Miscellaneous,34.05,0.35,1.04,109
Miscellaneous,D-Link India,Computers - Hardware,151.05,1.50,1.00,536
Miscellaneous,Madhav Copper,,32.30,0.30,0.94,88
Miscellaneous,Vikas Life,Miscellaneous,5.65,0.05,0.89,620
Miscellaneous,Maheshwari Logi,Miscellaneous,102.15,0.90,0.89,302
Miscellaneous,Somi Conveyor,Rubber,40.20,0.35,0.88,47
Miscellaneous,SUMITOMO,,429.15,3.65,0.86,"21,421"
Miscellaneous,IWML,,1790.95,14.55,0.82,"15,887"
Miscellaneous,Bharat 22 ETF,,51.48,0.41,0.80,"20,751"
Miscellaneous,Vimta Labs,Miscellaneous,379.05,2.85,0.76,838
Miscellaneous,CenturyPlyboard,Miscellaneous,669.60,4.55,0.68,"14,877"
Miscellaneous,Balaxi Pharma,Trading,443.20,2.95,0.67,443
Miscellaneous,Aurangabad Dist,Miscellaneous,68.95,0.45,0.66,57
Miscellaneous,Aspinwall,Miscellaneous,188.00,1.20,0.64,147
Miscellaneous,Greenply Ind,Miscellaneous,215.85,1.30,0.61,"2,647"
Miscellaneous,Pansari Develop,Miscellaneous,127.40,0.70,0.55,222
Miscellaneous,JITF Infralogis,Miscellaneous,119.50,0.65,0.55,307
Miscellaneous,Apar Ind,Electric Equipment,682.00,3.35,0.49,"2,610"
Miscellaneous,Nippon,Miscellaneous,332.00,1.55,0.47,"20,652"
Miscellaneous,HDFC Life,,564.85,2.55,0.45,"119,331"
Miscellaneous,ICRA,Miscellaneous,4336.80,19.05,0.44,"4,186"
Miscellaneous,Rail Vikas,Miscellaneous,34.85,0.15,0.43,"7,266"
Miscellaneous,Greenpanel Ind,,563.30,2.15,0.38,"6,908"
Miscellaneous,Adani Trans,Power - Transmission & Equipment,2690.75,10.20,0.38,"295,931"
Miscellaneous,KPIT Tech,,572.05,2.15,0.38,"15,682"
Miscellaneous,ISL,,101.90,0.35,0.34,"3,097"
Miscellaneous,GeeCee Ventures,,162.75,0.55,0.34,340
Miscellaneous,Mittal Life Sty,Miscellaneous,15.15,0.05,0.33,23
Miscellaneous,Anik Industries,Edible Oils & Solvent Extraction,30.70,0.10,0.33,85
Miscellaneous,S Chand and Co,Printing & Stationery,112.65,0.35,0.31,395
Miscellaneous,Matrimony.com,Miscellaneous,724.25,2.00,0.28,"1,658"
Miscellaneous,SIS,Miscellaneous,515.75,1.20,0.23,"7,583"
Miscellaneous,Shanti Overseas,Miscellaneous,24.50,0.05,0.20,27
Miscellaneous,Libas Consumer,Miscellaneous,26.70,0.05,0.19,47
Miscellaneous,Jubilant Food,Miscellaneous,2780.80,4.85,0.17,"36,698"
Miscellaneous,BSE Limited,Miscellaneous,902.45,1.55,0.17,"12,190"
Miscellaneous,Orient Press,Printing & Stationery,72.00,0.10,0.14,72
Miscellaneous,Apcotex Ind,Rubber,404.40,0.05,0.01,"2,097"
Miscellaneous,Antarctica,Printing & Stationery,1.65,0.00,0.00,26
Miscellaneous,ASL Industries,Miscellaneous,41.00,0.00,0.00,43
Miscellaneous,A and M Jumbo B,Miscellaneous,5.90,0.00,0.00,6
Miscellaneous,Nila Spaces,,4.00,0.00,0.00,158
Miscellaneous,M K Proteins,Miscellaneous,201.00,0.00,0.00,84
Miscellaneous,Kridhan Infra,Miscellaneous,5.85,0.00,0.00,55
Miscellaneous,Shrenik,Miscellaneous,2.90,0.00,0.00,177
Miscellaneous,Adani Total Gas,,2500.85,-1.20,-0.05,"275,046"
Miscellaneous,Linc,,281.05,-0.25,-0.09,418
Miscellaneous,Focus Lighting,Miscellaneous,100.05,-0.10,-0.10,101
Miscellaneous,IndiGrid InvIT,Power - Generation & Distribution,148.27,-0.16,-0.11,"10,382"
Miscellaneous,MMP Industries,Miscellaneous,190.60,-0.25,-0.13,484
Miscellaneous,5paisa Capita,Miscellaneous,370.85,-0.50,-0.13,"1,091"
Miscellaneous,Stylam Ind,Miscellaneous,1162.65,-2.55,-0.22,"1,970"
Miscellaneous,AVT Natural,Edible Oils & Solvent Extraction,120.55,-0.30,-0.25,"1,836"
Miscellaneous,MPS,Printing & Stationery,617.75,-1.55,-0.25,"1,057"
Miscellaneous,Yaari Digital,,58.45,-0.15,-0.26,522
Miscellaneous,Apollo Micro Sy,Miscellaneous,146.30,-0.40,-0.27,304
Miscellaneous,Dishman Carboge,Miscellaneous,181.65,-0.50,-0.27,"2,848"
Miscellaneous,SBI-ETF Nifty,,179.23,-0.50,-0.28,22
Miscellaneous,AB Capital,Finance - Investments,117.40,-0.45,-0.38,"28,368"
Miscellaneous,JISL,Miscellaneous,23.30,-0.10,-0.43,45
Miscellaneous,Fine Organics,Miscellaneous,4282.95,-19.65,-0.46,"13,132"
Miscellaneous,Archies,Printing & Stationery,21.75,-0.10,-0.46,73
Miscellaneous,V-Guard Ind,Electric Equipment,218.90,-1.05,-0.48,"9,443"
Miscellaneous,DIC India,Printing & Stationery,372.00,-2.10,-0.56,341
Miscellaneous,Future Market,Miscellaneous,8.50,-0.05,-0.58,49
Miscellaneous,Surana Solar,Electric Equipment,25.40,-0.15,-0.59,125
Miscellaneous,Banka Bioloo,Miscellaneous,83.20,-0.50,-0.60,86
Miscellaneous,Gravita India,Metals - Non Ferrous,309.10,-1.90,-0.61,"2,134"
Miscellaneous,Karma Energy,Power - Generation & Distribution,31.90,-0.20,-0.62,37
Miscellaneous,Info Edge,Miscellaneous,4753.85,-33.05,-0.69,"61,222"
Miscellaneous,Jocil,Chemicals,214.65,-1.50,-0.69,191
Miscellaneous,MCX India,Miscellaneous,1402.20,-10.05,-0.71,"7,151"
